PC1,PC2,PC3,PC4,PC5
3.525996395832783,-2.0797848360632263,0.41119486171362707,0.598709734749068,0.797226356447165
0.1459808632943497,1.4102218088033387,-0.7814628475322314,-0.05146031431272131,-0.5174765236947305
-0.8438992631353074,-0.5513575489917195,-0.3506266523075387,0.4032544191354455,0.24620468570382964
-1.3136611288468953,2.1622091583497363,1.2230054413029976,0.8696679595091862,-0.3033446224326386
-1.0980724546796197,0.09654949974814926,-0.14963441198558658,-1.2511179619219928,0.1980742000622746
-2.526990836717123,0.9391181973668965,1.8149583091557933,-0.3862158258812957,0.5548801757165227
2.9895556329593234,0.550681547701824,-0.2369929121330957,-0.5788785250632162,-0.40794704860966485
-0.7193626795616178,1.1920457251806196,0.3473388091594216,-0.36089096558335854,0.3056221624973361
-1.3437902123706267,-1.70368175831721,0.9708824281807396,-0.5688571678431734,0.1902811272634963
-1.4775114082072898,1.4353730051437175,1.2656260226387746,0.6964212271631142,-0.40130222042287345
-0.5802195632859447,0.6528437402212961,-0.5955798962548589,0.10753648739242401,0.3815094524120393
-1.0518894898999005,1.299187656221223,1.2737584266040758,0.9219357329674808,-0.5282656861122091
-0.7610352433537273,-0.20802090091971748,-0.38312624035303483,0.9982417165114758,0.09656046517142047
-0.32236261948635686,-0.6052825365751543,-0.46446791054878916,-0.031155272599369635,0.2752900924147783
1.1853785536586225,1.78434805492708,-1.4157801999772823,-0.08053267362527057,0.23135647171356621
-1.2678648347517876,-0.5138873384442536,0.3367822614233448,-1.094126473929419,0.39917782133639246
-0.2795916913394387,-1.0361581520509913,-0.2556060513704683,0.6984475149934127,-0.21955594577692505
-0.8945770885516144,-0.5678790464027761,-0.18538100540665106,0.06358737187114706,0.22598645653989946
0.4271444444491988,0.1288613319823378,1.9514795453423366,0.5997014791121703,0.7048884070780121
0.8096809653945426,-1.034858921755669,0.4638890855328485,1.0527263770923327,-0.5293508455923934
-1.957316642803863,0.9689988493205538,1.221031086288034,0.32930657674487757,0.18229182922353115
2.5823397442640053,3.7536855293442737,-0.40313215431282556,1.3628816728869935,0.7164000055358994
-1.8542872834736517,-0.39906267534794765,1.1354965421567962,-0.31823987202155896,0.034994290001742916
